Original Name,Test Case Name,Test Type,Label,Bridger Score
MEROE GOLD CO. LTD.,MEROE GOLD CO. LTD.,Exact Match,Match,100
"SEMNANI, Reza Ebadzadeh","SEMNANI, Reza Ebadzadeh",Exact Match,Match,100
"BLASKIC, Tihomir","BLASKIC, Tihomir",Exact Match,Match,100
EP-IBB,EP-IBB,Exact Match,Match,100
"POPOV, Yevgeny","POPOV, Yevgeny",Exact Match,Match,100
"RUELAS AVILA, Jose Maria","RUELAS AVILA, Jose Maria",Exact Match,Match,100
SINA ENERGY DEVELOPMENT COMPANY,SINA ENERGY DEVELOPMENT COMPANY,Exact Match,Match,100
"ZUPLJANIN, Stojan","ZUPLJANIN, Stojan",Exact Match,Match,100
"AZHAR, Abdul Rauf","AZHAR, Abdul Rauf",Exact Match,Match,100
"AGHA'I, Majid","AGHA'I, Majid",Exact Match,Match,100
"DUGINA, Darya Aleksandrovna","DUGINA, Darya Aleksandrovna",Exact Match,Match,100
EP-ITK,EP-ITK,Exact Match,Match,100
"MUSONI, Straton","MUSONI, Straton",Exact Match,Match,100
"ETCO INTERNATIONAL COMPANY, LIMITED","ETCO INTERNATIONAL COMPANY, LIMITED",Exact Match,Match,100
"EL ZEIN, Mohamed","EL ZEIN, Mohamed",Exact Match,Match,100
ISIM SININ LIMITED,ISIM SININ LIMITED,Exact Match,Match,100
"SONE, Aung Pyae","SONE, Aung Pyae",Exact Match,Match,100
"YI, Khin Maung","YI, Khin Maung",Exact Match,Match,100
VEB ENGINEERING LLC,VEB ENGINEERING LLC,Exact Match,Match,100
DELRUBA,DELRUBA,Exact Match,Match,100
"ALVAREZ ZEPEDA, Alfredo","ALVAREZ ZEPEDA, Alfredo",Exact Match,Match,100
DAY LEASING COMPANY,DAY LEASING COMPANY,Exact Match,Match,100
"SUKHARENKA, Stiapan Mikalayevich","SUKHARENKA, Stiapan Mikalayevich",Exact Match,Match,100
RASHED EXCHANGE,RASHED EXCHANGE,Exact Match,Match,100
"OTHMAN, Hasan Chehadeh","OTHMAN, Hasan Chehadeh",Exact Match,Match,100
"AMEZCUA CONTRERAS, Patricia","AMEZCUA CONTRERAS, Patricia",Exact Match,Match,100
PETROPARK S.R.L.,PETROPARK S.R.L.,Exact Match,Match,100
"TABATABA'I, Haytham 'Ali","TABATABA'I, Haytham 'Ali",Exact Match,Match,100
SONGI TRADING COMPANY,SONGI TRADING COMPANY,Exact Match,Match,100
"VELASQUEZ CABALLERO, Juan Daniel","VELASQUEZ CABALLERO, Juan Daniel",Exact Match,Match,100
EP-GOY,EP-GOY,Exact Match,Match,100
EP-CAR,EP-CAR,Exact Match,Match,100
"MAKSHAKOV, Stanislav Valentinovich","MAKSHAKOV, Stanislav Valentinovich",Exact Match,Match,100
"SANCHEZ SILVA, Elkin Alexis","SANCHEZ SILVA, Elkin Alexis",Exact Match,Match,100
PHENICIA SHIPPING OFFSHORE SARL,PHENICIA SHIPPING OFFSHORE SARL,Exact Match,Match,100
"NAGOVITSYN, Vyacheslav Vladimirovich","NAGOVITSYN, Vyacheslav Vladimirovich",Exact Match,Match,100
"VOROBEV, Aleksandr Nikolayevich","VOROBEV, Aleksandr Nikolayevich",Exact Match,Match,100
"TRANSPORTES REFRIGERADOS PANDAS TRUCKING, SOCIEDAD ANONIMA DE CAPITAL VARIABLE","TRANSPORTES REFRIGERADOS PANDAS TRUCKING, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",Exact Match,Match,100
"INVERSIONES IRIS MANUELA, S.A.","INVERSIONES IRIS MANUELA, S.A.",Exact Match,Match,100
"KHAZUEVA, Fatima Shaykhievna","KHAZUEVA, Fatima Shaykhievna",Exact Match,Match,100
"STEPANYAN, Karen","STEPANYAN, Karen",Exact Match,Match,100
RAIN DROP,RAIN DROP,Exact Match,Match,100
"HAWATMA, Nayif","HAWATMA, Nayif",Exact Match,Match,100
MOTOS Y REPUESTOS JOTA,MOTOS Y REPUESTOS JOTA,Exact Match,Match,100
"BADIN, Yadollah","BADIN, Yadollah",Exact Match,Match,100
"LOUBIRI, Habib Ben Ahmed","LOUBIRI, Habib Ben Ahmed",Exact Match,Match,100
"JOUMAA, Ayman Saied","JOUMAA, Ayman Saied",Exact Match,Match,100
SALAFIST GROUP FOR CALL AND COMBAT,SALAFIST GROUP FOR CALL AND COMBAT,Exact Match,Match,100
"OPERADORA INTEGRAL DE COMERCIO, S.A. DE C.V.","OPERADORA INTEGRAL DE COMERCIO, S.A. DE C.V.",Exact Match,Match,100
PERSIAN GULF APADANA PETROCHEMICAL COMPANY,PERSIAN GULF APADANA PETROCHEMICAL COMPANY,Exact Match,Match,100
THE LIMITED LIABILITY COMPANY NETWORKING COMPANY IRKUT,THE LIMITED LIABILITY COMPANY NETWORKING COMPANY IRKUT,Exact Match,Match,100
"TKACH, Oleg Polikarpovich","TKACH, Oleg Polikarpovich",Exact Match,Match,100
"RUDENSKY, Igor Nikolayevich","RUDENSKY, Igor Nikolayevich",Exact Match,Match,100
"BABRI, Mehran","BABRI, Mehran",Exact Match,Match,100
"POLOZOV, Sergey Pavlovich","POLOZOV, Sergey Pavlovich",Exact Match,Match,100
BETONJERKA DOO ALEKSINAC,BETONJERKA DOO ALEKSINAC,Exact Match,Match,100
"ALAR, Roman Anatolyevich","ALAR, Roman Anatolyevich",Exact Match,Match,100
"VILLARROEL RAMIREZ, Vassyly Kotosky","VILLARROEL RAMIREZ, Vassyly Kotosky",Exact Match,Match,100
OAO RADIOAVIONIKA,OAO RADIOAVIONIKA,Exact Match,Match,100
RED HAND DEFENDERS,RED HAND DEFENDERS,Exact Match,Match,100
"FRANCO RUIZ, Ruben Alberto","FRANCO RUIZ, Ruben Alberto",Exact Match,Match,100
JANG GYONG,JANG GYONG,Exact Match,Match,100
"VLASOVA, Veronika Valerievna","VLASOVA, Veronika Valerievna",Exact Match,Match,100
"AL-YACOUB, Ibrahim Salih Mohammed","AL-YACOUB, Ibrahim Salih Mohammed",Exact Match,Match,100
"KOLOSOV, Bogdan Valeryevich","KOLOSOV, Bogdan Valeryevich",Exact Match,Match,100
"DOCKRAT, Farhad Ahmed","DOCKRAT, Farhad Ahmed",Exact Match,Match,100
"SOSA CANISALES, Felipe de Jesus","SOSA CANISALES, Felipe de Jesus",Exact Match,Match,100
ERJM LIMITED,ERJM LIMITED,Exact Match,Match,100
SUMIYOSHI-KAI,SUMIYOSHI-KAI,Exact Match,Match,100
FAR EASTERN BANK,FAR EASTERN BANK,Exact Match,Match,100
"KOZHANOVA, Irina Andreyevna","KOZHANOVA, Irina Andreyevna",Exact Match,Match,100
"HASANI, Zhavit","HASANI, Zhavit",Exact Match,Match,100
"COMERCIALIZADORA AMIA, S.A. DE C.V.","COMERCIALIZADORA AMIA, S.A. DE C.V.",Exact Match,Match,100
EMPRESA DE EMPLEOS TEMPORALES LA UNICA LTDA.,EMPRESA DE EMPLEOS TEMPORALES LA UNICA LTDA.,Exact Match,Match,100
"BEIJING ALITE TECHNOLOGIES CO., LTD.","BEIJING ALITE TECHNOLOGIES CO., LTD.",Exact Match,Match,100
"OO, Ko Ko","OO, Ko Ko",Exact Match,Match,100
"PAK, Chol Nam","PAK, Chol Nam",Exact Match,Match,100
LAVADERO EL CASTILLO,LAVADERO EL CASTILLO,Exact Match,Match,100
"DJOTODIA, Michel","DJOTODIA, Michel",Exact Match,Match,100
BEIRUT DIAM SAL,BEIRUT DIAM SAL,Exact Match,Match,100
"KOI, Wan Kuok","KOI, Wan Kuok",Exact Match,Match,100
"TARASENKO, Michail Vasilevich","TARASENKO, Michail Vasilevich",Exact Match,Match,100
"IONOV TRANSKONTINENTAL, OOO","IONOV TRANSKONTINENTAL, OOO",Exact Match,Match,100
"KECHIK, Mahmood Awang","KECHIK, Mahmood Awang",Exact Match,Match,100
"ZANGANEH, Bijan","ZANGANEH, Bijan",Exact Match,Match,100
LANDTEK DEVELOPERS,LANDTEK DEVELOPERS,Exact Match,Match,100
SYRIAN ARAB AIR DEFENSE FORCES,SYRIAN ARAB AIR DEFENSE FORCES,Exact Match,Match,100
"GAVIDIA FLORES, Yoswal Alexander","GAVIDIA FLORES, Yoswal Alexander",Exact Match,Match,100
"GRIMM, Matthew Simon","GRIMM, Matthew Simon",Exact Match,Match,100
"HAMDAN, Salim Ahmad Salim","HAMDAN, Salim Ahmad Salim",Exact Match,Match,100
MAIWAND BEVERAGES LIMITED,MAIWAND BEVERAGES LIMITED,Exact Match,Match,100
"GHOLIZADEH, Hojjat","GHOLIZADEH, Hojjat",Exact Match,Match,100
KOREA RUNGRADO GENERAL TRADING CORPORATION,KOREA RUNGRADO GENERAL TRADING CORPORATION,Exact Match,Match,100
"AFONIN, Yuriy Vyacheslavovich","AFONIN, Yuriy Vyacheslavovich",Exact Match,Match,100
EP-CFE,EP-CFE,Exact Match,Match,100
"PAULICHENKA, Dzmitry Valeryevich","PAULICHENKA, Dzmitry Valeryevich",Exact Match,Match,100
"'ALLUSH, Ridwan Hasan","'ALLUSH, Ridwan Hasan",Exact Match,Match,100
"JAFARI, Milad","JAFARI, Milad",Exact Match,Match,100
"MARTINOVIC, Vinko","MARTINOVIC, Vinko",Exact Match,Match,100
AGRICOLA TAVO S.P.R. DE R.L.,AGRICOLA TAVO S.P.R. DE R.L.,Exact Match,Match,100
COMERCIAL ESTILO Y MODA,COMERCIAL ESTILO Y MODA,Exact Match,Match,100
"MUNTAZIR, Abdullah","MUNTAZIR, Abdullah",Exact Match,Match,100
"DMITRIEVA, Oksana Genrikhovna","DMITRIEVA, Oksana Genrikhovna",Exact Match,Match,100
AGUSTIN GRAJALES Y CIA. LTDA.,AGUSTIN GRAJALES Y CIA. LTDA.,Exact Match,Match,100
"PUZYRNIKOVA, Natalya Vladislavovna","PUZYRNIKOVA, Natalya Vladislavovna",Exact Match,Match,100
CONSTRUCTORA E INMOBILIARIA URVALLE CIA. LTDA.,CONSTRUCTORA E INMOBILIARIA URVALLE CIA. LTDA.,Exact Match,Match,100
FEDERAL NEWS AGENCY LLC,FEDERAL NEWS AGENCY LLC,Exact Match,Match,100
WASHINGTON TRADING LTD,WASHINGTON TRADING LTD,Exact Match,Match,100
PALM SERVICE LIMITED,PALM SERVICE LIMITED,Exact Match,Match,100
GREEN WAVE TELECOMMUNICATION,GREEN WAVE TELECOMMUNICATION,Exact Match,Match,100
"AL-'ALI, Hamid Hamad Hamid","AL-'ALI, Hamid Hamad Hamid",Exact Match,Match,100
"RIOS LOPEZ, Didier de Jesus","RIOS LOPEZ, Didier de Jesus",Exact Match,Match,100
PROMINVESTBANK,PROMINVESTBANK,Exact Match,Match,100
"KANOKOV, Timur Borisovich","KANOKOV, Timur Borisovich",Exact Match,Match,100
"SHESTAKOV, Ilya Vasilyevich","SHESTAKOV, Ilya Vasilyevich",Exact Match,Match,100
FOCUS COMPANY SARL,FOCUS COMPANY SARL,Exact Match,Match,100
"OWHADI, Mohammad Ebrahim","OWHADI, Mohammad Ebrahim",Exact Match,Match,100
"ABDALLAH, Ramadan","ABDALLAH, Ramadan",Exact Match,Match,100
LOU TRADING AND INVESTMENT COMPANY LIMITED,LOU TRADING AND INVESTMENT COMPANY LIMITED,Exact Match,Match,100
ALIMENTOS CARNICOS DE TRADICION ESPANOLA LTDA.,ALIMENTOS CARNICOS DE TRADICION ESPANOLA LTDA.,Exact Match,Match,100
"AL-AZAWI, Hatem Hamdan","AL-AZAWI, Hatem Hamdan",Exact Match,Match,100
"MUSHOHWE, Christopher Chindoti","MUSHOHWE, Christopher Chindoti",Exact Match,Match,100
JOINT STOCK COMPANY REDUCTOR - PM,JOINT STOCK COMPANY REDUCTOR - PM,Exact Match,Match,100
ALCARDINAL GENERAL TRADING LLC,ALCARDINAL GENERAL TRADING LLC,Exact Match,Match,100
OTKRYTYE AKTIVY OOO,OTKRYTYE AKTIVY OOO,Exact Match,Match,100
"GOHARI MOQADAM, Abuzar","GOHARI MOQADAM, Abuzar",Exact Match,Match,100
ANSARUL ISLAM,ANSARUL ISLAM,Exact Match,Match,100
"DUAL, Simon Gatwech","DUAL, Simon Gatwech",Exact Match,Match,100
"MEHDI, Alizaheer Mohammad","MEHDI, Alizaheer Mohammad",Exact Match,Match,100
BUSHRA SHIP MANAGEMENT PRIVATE LIMITED,BUSHRA SHIP MANAGEMENT PRIVATE LIMITED,Exact Match,Match,100
HAMGAM,HAMGAM,Exact Match,Match,100
"AL-FAYYADH, Falih","AL-FAYYADH, Falih",Exact Match,Match,100
"AL-TIKRITI, Ibrahim Sabawi Ibrahim Hasan","AL-TIKRITI, Ibrahim Sabawi Ibrahim Hasan",Exact Match,Match,100
EASTERN TURKISTAN ISLAMIC MOVEMENT,EASTERN TURKISTAN ISLAMIC MOVEMENT,Exact Match,Match,100
EVERFIT COMPANY LIMITED,EVERFIT COMPANY LIMITED,Exact Match,Match,100
BALTIC LEADER,BALTIC LEADER,Exact Match,Match,100
"SIN, Yong Il","SIN, Yong Il",Exact Match,Match,100
AGROPECUARIA HATO SANTA MARIA LTDA.,AGROPECUARIA HATO SANTA MARIA LTDA.,Exact Match,Match,100
NEKA NOVIN,NEKA NOVIN,Exact Match,Match,100
NOOR 1,NOOR 1,Exact Match,Match,100
"BARAJAS SAHD, Ana Paulina","BARAJAS SAHD, Ana Paulina",Exact Match,Match,100
OLYMPIA,OLYMPIA,Exact Match,Match,100
"AHMAD, Muhammad Yunis","AHMAD, Muhammad Yunis",Exact Match,Match,100
"GONZALEZ VALENCIA, Ulises Jovani","GONZALEZ VALENCIA, Ulises Jovani",Exact Match,Match,100
ISIS IN THE GREATER SAHARA,ISIS IN THE GREATER SAHARA,Exact Match,Match,100
TRANS-FLOT JSC,TRANS-FLOT JSC,Exact Match,Match,100
INVERSIONES SANTA MONICA LTDA.,INVERSIONES SANTA MONICA LTDA.,Exact Match,Match,100
"DAHI, Yasin Ahmad","DAHI, Yasin Ahmad",Exact Match,Match,100
STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK,STATE CORPORATION BANK FOR DEVELOPMENT AND FOREIGN ECONOMIC AFFAIRS VNESHECONOMBANK,Exact Match,Match,100
FRUTAS EXOTICAS COLOMBIANOS S.A.,FRUTAS EXOTICAS COLOMBIANOS S.A.,Exact Match,Match,100
NAMCHONGANG TRADING CORPORATION,NAMCHONGANG TRADING CORPORATION,Exact Match,Match,100
KUDO-KAI,KUDO-KAI,Exact Match,Match,100
"CAMPBELL HOOKER, Lumberto Ignacio","CAMPBELL HOOKER, Lumberto Ignacio",Exact Match,Match,100
"VASILYEV, Nikolay Ivanovich","VASILYEV, Nikolay Ivanovich",Exact Match,Match,100
"MELGOZA TORRES, Martin","MELGOZA TORRES, Martin",Exact Match,Match,100
ZELENODOLSK SHIPYARD PLANT NAMED AFTER A.M. GORKY,ZELENODOLSK SHIPYARD PLANT NAMED AFTER A.M. GORKY,Exact Match,Match,100
NATIONAL STANDARDS AND CALIBRATION LABORATORY,NATIONAL STANDARDS AND CALIBRATION LABORATORY,Exact Match,Match,100
AL-ASHTAR BRIGADES,AL-ASHTAR BRIGADES,Exact Match,Match,100
"HUSAYN, Hanan","HUSAYN, Hanan",Exact Match,Match,100
"AHMAD, Farhad Kanabi","AHMAD, Farhad Kanabi",Exact Match,Match,100
"DAYYUB, Tha'ir","DAYYUB, Tha'ir",Exact Match,Match,100
BIBLOS TRAVEL AGENCY,BIBLOS TRAVEL AGENCY,Exact Match,Match,100
YK-AGE,YK-AGE,Exact Match,Match,100
GLOBAL TOURISTIC SERVICES SAL,GLOBAL TOURISTIC SERVICES SAL,Exact Match,Match,100
GRAND KARO,GRAND KARO,Exact Match,Match,100
AZUL VISTA SHIPPING CORPORATION,AZUL VISTA SHIPPING CORPORATION,Exact Match,Match,100
ARIA NIKAN MARINE INDUSTRY,ARIA NIKAN MARINE INDUSTRY,Exact Match,Match,100
"BARRIOS HERNANDEZ, Mercedes","BARRIOS HERNANDEZ, Mercedes",Exact Match,Match,100
REX LOTO AD,REX LOTO AD,Exact Match,Match,100
"ARTYAKOV, Vladimir Vladimirovich","ARTYAKOV, Vladimir Vladimirovich",Exact Match,Match,100
CAPRIKAT AND FOXWHELP SARL,CAPRIKAT AND FOXWHELP SARL,Exact Match,Match,100
"AWAD, Mohammed Reda Mohammed Anwar","AWAD, Mohammed Reda Mohammed Anwar",Exact Match,Match,100
AL-AMER FOR MANUFACTURE OF PLASTIC,AL-AMER FOR MANUFACTURE OF PLASTIC,Exact Match,Match,100
ARENERA EL CERREJON,ARENERA EL CERREJON,Exact Match,Match,100
"MOSLEHI, Heydar","MOSLEHI, Heydar",Exact Match,Match,100
AUTO SERVICIO JATZIRY S.A. DE C.V.,AUTO SERVICIO JATZIRY S.A. DE C.V.,Exact Match,Match,100
ACCENTURE BUILDING MATERIALS,ACCENTURE BUILDING MATERIALS,Exact Match,Match,100
FIVE ENERGY OIL TRADING,FIVE ENERGY OIL TRADING,Exact Match,Match,100
QUDS RAZAVI HOUSING AND CONSTRUCTION CO.,QUDS RAZAVI HOUSING AND CONSTRUCTION CO.,Exact Match,Match,100
MINISTRY OF CULTURE AND ISLAMIC GUIDANCE,MINISTRY OF CULTURE AND ISLAMIC GUIDANCE,Exact Match,Match,100
"SIKIRICA, Dusko","SIKIRICA, Dusko",Exact Match,Match,100
J & E S. DE R.L. DE C.V.,J & E S. DE R.L. DE C.V.,Exact Match,Match,100
"VARON CADENA, Greilyn Fernando","VARON CADENA, Greilyn Fernando",Exact Match,Match,100
FLYING DRAGON,FLYING DRAGON,Exact Match,Match,100
"YAN, Zhiyong","YAN, Zhiyong",Exact Match,Match,100
"KOCHIEV, Robert Ivanovich","KOCHIEV, Robert Ivanovich",Exact Match,Match,100
"CHIZHOV, Sergey Viktorovich","CHIZHOV, Sergey Viktorovich",Exact Match,Match,100
"HAMSHO, Amr Mohamed","HAMSHO, Amr Mohamed",Exact Match,Match,100
"SALAVATI, Abolghassem","SALAVATI, Abolghassem",Exact Match,Match,100
RYO MYONG,RYO MYONG,Exact Match,Match,100
A.S.P. BUILDERS,A.S.P. BUILDERS,Exact Match,Match,100
"VASQUEZ HERNANDEZ, Alfredo","VASQUEZ HERNANDEZ, Alfredo",Exact Match,Match,100
"GRUPO PRODUCSIL, S.P.R. DE R.L. DE C.V.","GRUPO PRODUCSIL, S.P.R. DE R.L. DE C.V.",Exact Match,Match,100
COMERCIALIZADORA CGQ LTDA.,COMERCIALIZADORA CGQ LTDA.,Exact Match,Match,100
AFAQ DUBAI,AFAQ DUBAI,Exact Match,Match,100
"KOFMAN, Aleksandr Igorevich","KOFMAN, Aleksandr Igorevich",Exact Match,Match,100
OPEN JOINT STOCK COMPANY SCIENTIFIC AND PRODUCTION ENTERPRISE PULSAR,OPEN JOINT STOCK COMPANY SCIENTIFIC AND PRODUCTION ENTERPRISE PULSAR,Exact Match,Match,100
"CHOUKA, Monir","CHOUKA, Monir",Exact Match,Match,100
"KRAVCHENKO, Vladimir Kasimirovich","KRAVCHENKO, Vladimir Kasimirovich",Exact Match,Match,100
"SHEIKH, Muhammad Naeem","SHEIKH, Muhammad Naeem",Exact Match,Match,100
"CORPORACION CIMEX, S.A.","CORPORACION CIMEX, S.A.",Exact Match,Match,100
"OLVERA ESTRADA, Rodolfo","OLVERA ESTRADA, Rodolfo",Exact Match,Match,100
"KAHVARIN, Iradj Mohammadi","KAHVARIN, Iradj Mohammadi",Exact Match,Match,100
"ZAMBADA NIEBLA, Modesta","ZAMBADA NIEBLA, Modesta",Exact Match,Match,100
KORYO CREDIT DEVELOPMENT BANK,KORYO CREDIT DEVELOPMENT BANK,Exact Match,Match,100
"IVANOV, Maksim Yevgenyevich","IVANOV, Maksim Yevgenyevich",Exact Match,Match,100
GAMA'A AL-ISLAMIYYA,GAMA'A AL-ISLAMIYYA,Exact Match,Match,100
JOINT STOCK COMPANY SANATORIUM MISKHOR,JOINT STOCK COMPANY SANATORIUM MISKHOR,Exact Match,Match,100
"AL-ID, Nawras","AL-ID, Nawras",Exact Match,Match,100
IRAN ZAMIN BANK,IRAN ZAMIN BANK,Exact Match,Match,100
"AMEZCUA CONTRERAS, Jose de Jesus","AMEZCUA CONTRERAS, Jose de Jesus",Exact Match,Match,100
UMMAH TAMEER E-NAU,UMMAH TAMEER E-NAU,Exact Match,Match,100
"SA'DU, Muhammad","SA'DU, Muhammad",Exact Match,Match,100
"OGUNGBUYI, Oluwole A.","OGUNGBUYI, Oluwole A.",Exact Match,Match,100
DELICE,DELICE,Exact Match,Match,100
"CHA, Sung Jun","CHA, Sung Jun",Exact Match,Match,100
"CHEPIGA, Anatoliy Vladimirovich","CHEPIGA, Anatoliy Vladimirovich",Exact Match,Match,100
JSC SCIENTIFIC AND PRODUCTION ASSOCIATION OF ELECTRO MECHANIC,JSC SCIENTIFIC AND PRODUCTION ASSOCIATION OF ELECTRO MECHANIC,Exact Match,Match,100
"ORESHKIN, Maxim Stanislavovich","ORESHKIN, Maxim Stanislavovich",Exact Match,Match,100
"CONTRERAS, Willian Antonio","CONTRERAS, Willian Antonio",Exact Match,Match,100
"LANG, Jonha","LANG, Jonha",Exact Match,Match,100
"KARPOV, Pavel","KARPOV, Pavel",Exact Match,Match,100
STROYTRANSGAZ-M LLC,STROYTRANSGAZ-M LLC,Exact Match,Match,100
AGROINDUSTRIAS CIMA S.A.S.,AGROINDUSTRIAS CIMA S.A.S.,Exact Match,Match,100
STATE OWNED FOREIGN TRADE UNITARY ENTERPRISE BELSPETSVNESHTECHNIKA,STATE OWNED FOREIGN TRADE UNITARY ENTERPRISE BELSPETSVNESHTECHNIKA,Exact Match,Match,100
"MOSTAFAVI, Seyed Mojtaba","MOSTAFAVI, Seyed Mojtaba",Exact Match,Match,100
"FAIZULLIN, Irek Envarovich","FAIZULLIN, Irek Envarovich",Exact Match,Match,100
EX-301,EX-301,Exact Match,Match,100
"QASIR, Muhammad","QASIR, Muhammad",Exact Match,Match,100
"SUSHKO, Andriy Volodymyrovych","SUSHKO, Andriy Volodymyrovych",Exact Match,Match,100
AJNAD MISR,AJNAD MISR,Exact Match,Match,100
"KARAMI, Mohammad","KARAMI, Mohammad",Exact Match,Match,100
"MEHRI, Mohammad Hassan","MEHRI, Mohammad Hassan",Exact Match,Match,100
"MOTTA DOMINGUEZ, Luis Alfredo","MOTTA DOMINGUEZ, Luis Alfredo",Exact Match,Match,100
"RESIDENCIAL CANAL VIEW, S.A.","RESIDENCIAL CANAL VIEW, S.A.",Exact Match,Match,100
"ROGULJIC, Slavko","ROGULJIC, Slavko",Exact Match,Match,100
"SUNGKAR, Said Ahmad","SUNGKAR, Said Ahmad",Exact Match,Match,100
"LOPEZ PENA, Julio Cesar","LOPEZ PENA, Julio Cesar",Exact Match,Match,100
"KHOR, Gleb Yakovlevich","KHOR, Gleb Yakovlevich",Exact Match,Match,100
"HEJABI, Mahdi","HEJABI, Mahdi",Exact Match,Match,100
"CHEMERIS, Roza Basirovna","CHEMERIS, Roza Basirovna",Exact Match,Match,100
IRAQI ALLIED SERVICES LIMITED,IRAQI ALLIED SERVICES LIMITED,Exact Match,Match,100
"RAPOTA, Grigoriy Alexeyevich","RAPOTA, Grigoriy Alexeyevich",Exact Match,Match,100
BADR,BADR,Exact Match,Match,100
"NOVICHKOV, Nikolay Vladimirovich","NOVICHKOV, Nikolay Vladimirovich",Exact Match,Match,100
STATE ENTERPRISE FACTORY OF SPARKLING WINE NOVY SVET,STATE ENTERPRISE FACTORY OF SPARKLING WINE NOVY SVET,Exact Match,Match,100
"MOHAMMAD, Haji Baz","MOHAMMAD, Haji Baz",Exact Match,Match,100
"BADI, Salah","BADI, Salah",Exact Match,Match,100
AL KAWTHAR,AL KAWTHAR,Exact Match,Match,100
"KOZHIN, Vladimir Igorevich","KOZHIN, Vladimir Igorevich",Exact Match,Match,100
"RASHID, Badr","RASHID, Badr",Exact Match,Match,100
"DIAZ GUILLEN, Claudia Patricia","DIAZ GUILLEN, Claudia Patricia",Exact Match,Match,100
CIA COMERCIALIZADORA DE BIENES RAICES LTDA.,CIA COMERCIALIZADORA DE BIENES RAICES LTDA.,Exact Match,Match,100
COCHAN HOLDINGS LLC,COCHAN HOLDINGS LLC,Exact Match,Match,100
VTB FACTORING LTD,VTB FACTORING LTD,Exact Match,Match,100
ALFONSO BARRERA RIOS Y CIA. S. EN C.S.,ALFONSO BARRERA RIOS Y CIA. S. EN C.S.,Exact Match,Match,100
"QUINONES, Benedicto","QUINONES, Benedicto",Exact Match,Match,100
"NAJJAR, Mostafa Mohammad","NAJJAR, Mostafa Mohammad",Exact Match,Match,100
NIA INTERNATIONAL,NIA INTERNATIONAL,Exact Match,Match,100
"MULAVI, Ali Shams","MULAVI, Ali Shams",Exact Match,Match,100
PARSIAN TOURISM AND RECREATIONAL CENTERS COMPANY,PARSIAN TOURISM AND RECREATIONAL CENTERS COMPANY,Exact Match,Match,100
KONTUR OOO,KONTUR OOO,Exact Match,Match,100
"CENTRO COMERCIAL Y HABITACIONAL LOMAS, S.A. DE C.V.","CENTRO COMERCIAL Y HABITACIONAL LOMAS, S.A. DE C.V.",Exact Match,Match,100
"TABAJA, Hassan","TABAJA, Hassan",Exact Match,Match,100
FIRST OCEAN GMBH & CO KG,FIRST OCEAN GMBH & CO KG,Exact Match,Match,100
"AL-HUWAYSH, Isam Rashid","AL-HUWAYSH, Isam Rashid",Exact Match,Match,100
PARISAN,PARISAN,Exact Match,Match,100
LINER TRANSPORT KISH,LINER TRANSPORT KISH,Exact Match,Match,100
"UTHMAN, Omar Mahmoud","UTHMAN, Omar Mahmoud",Exact Match,Match,100
HEMMAT PETROCHEMICAL COMPANY,HEMMAT PETROCHEMICAL COMPANY,Exact Match,Match,100
"DAYRI, Ammar","DAYRI, Ammar",Exact Match,Match,100
"VIZCAINO GIL, Gustavo Adolfo","VIZCAINO GIL, Gustavo Adolfo",Exact Match,Match,100
"SKRIVANOV, Dmitry Stanislavovich","SKRIVANOV, Dmitry Stanislavovich",Exact Match,Match,100
"SKOROBOGATOVA, Olga Nikolaevna","SKOROBOGATOVA, Olga Nikolaevna",Exact Match,Match,100
"MINAEV, Oleg Aleksandrovich","MINAEV, Oleg Aleksandrovich",Exact Match,Match,100
"KOMNOV, Dmitriy","KOMNOV, Dmitriy",Exact Match,Match,100
TARADIS,TARADIS,Exact Match,Match,100
"SHAYHUTDINOV, Rifat Gabdulkhakovich","SHAYHUTDINOV, Rifat Gabdulkhakovich",Exact Match,Match,100
ADJUSTMENT BUSINESS CORP.,ADJUSTMENT BUSINESS CORP.,Exact Match,Match,100
ROYAL PEARL GENERAL T.R.D.,ROYAL PEARL GENERAL T.R.D.,Exact Match,Match,100
"JO, Chol Song","JO, Chol Song",Exact Match,Match,100
"AL-SHAWWA, Ghayth","AL-SHAWWA, Ghayth",Exact Match,Match,100
"ALI HAKIM, Boubaker Ben Habib Ben","ALI HAKIM, Boubaker Ben Habib Ben",Exact Match,Match,100
"SHAWKAT, Assef","SHAWKAT, Assef",Exact Match,Match,100
PACIFIC STEEL FZE,PACIFIC STEEL FZE,Exact Match,Match,100
"ALTABAEVA, Ekateryna Borysovna","ALTABAEVA, Ekateryna Borysovna",Exact Match,Match,100
YASA PART,YASA PART,Exact Match,Match,100
AL-AQSA ISLAMIC BANK,AL-AQSA ISLAMIC BANK,Exact Match,Match,100
"PUNTI, Pere","PUNTI, Pere",Exact Match,Match,100
"LAGUNA MAR INTERNACIONAL, S.A.","LAGUNA MAR INTERNACIONAL, S.A.",Exact Match,Match,100
HIGHTRADE FINANCE LTD,HIGHTRADE FINANCE LTD,Exact Match,Match,100
STICHTING AL-AQSA,STICHTING AL-AQSA,Exact Match,Match,100
